beta1,alpha,R0,class,max_re,max_im
0.3,0.7369565217391305,3.1947454397867046,endemic_spiral,-0.0067994913072739315,0.029530208017976074
0.3,0.9086956521739131,3.476745311484412,endemic_spiral,-0.007288916681550338,0.030779931558730204
0.3,1.0804347826086957,3.7587451831821195,endemic_spiral,-0.007770926942400558,0.031967559985671426
0.3,1.2521739130434784,4.040745054879827,endemic_spiral,-0.008247161927108285,0.03310046762395579
0.3,1.423913043478261,4.322744926577535,endemic_spiral,-0.008718721282873184,0.03418455053587445
0.3,1.5956521739130436,4.6047447982752425,endemic_spiral,-0.009186369388910692,0.035224633845201116
0.3,1.7673913043478262,4.88674466997295,endemic_spiral,-0.009650653601219611,0.036224739147356466
0.3,1.9391304347826088,5.168744541670658,endemic_spiral,-0.010111975847148905,0.03718826832209341
0.3,2.110869565217391,5.450744413368366,endemic_spiral,-0.010570637504465335,0.03811813464096815
0.3,2.282608695652174,5.732744285066072,endemic_spiral,-0.011026868987174683,0.03901685921708048
0.3,2.4543478260869565,6.014744156763781,endemic_spiral,-0.011480848970198874,0.03988664342640026
0.3,2.626086956521739,6.296744028461488,endemic_spiral,-0.011932718194306257,0.04072942468230215
0.3,2.7978260869565217,6.578743900159196,endemic_spiral,-0.01238258878769672,0.04154691994312811
0.3,2.9695652173913043,6.860743771856903,endemic_spiral,-0.012830550962555615,0.04234066022548464
0.3,3.141304347826087,7.14274364355461,endemic_spiral,-0.013276678119019322,0.04311201839693271
0.3,3.3130434782608695,7.4247435152523185,endemic_spiral,-0.013721030489397362,0.043862231683568086
0.3,3.484782608695652,7.706743386950027,endemic_spiral,-0.014163657689298984,0.044592420206046444
0.3,3.6565217391304348,7.988743258647734,endemic_spiral,-0.014604601060831389,0.04530360229786211
0.3,3.8282608695652174,8.27074313034544,endemic_spiral,-0.015043895207114126,0.045996707371315254
0.3,4.0,8.55274300204315,endemic_spiral,-0.015481569198024335,0.046672586646378314
0.32,0.05,2.1652674271586174,endemic_spiral,-0.004870487776468342,0.02466055162342567
0.32,0.2217391304347826,2.447267298856325,endemic_spiral,-0.005441278773545529,0.02619469583082811
0.32,0.3934782608695652,2.729267170554033,endemic_spiral,-0.005976391737098305,0.027625067660787993
0.32,0.5652173913043479,3.0112670422517405,endemic_spiral,-0.0064900009870925025,0.028969807348403563
0.32,0.7369565217391305,3.293266913949448,endemic_spiral,-0.006989444102293589,0.030241572176819467
0.32,0.9086956521739131,3.5752667856471554,endemic_spiral,-0.007478892788145093,0.03144984785323693
0.32,1.0804347826086957,3.857266657344863,endemic_spiral,-0.007960891097676667,0.03260205722780611
0.32,1.2521739130434784,4.139266529042571,endemic_spiral,-0.00843707721047337,0.03370418097748617
0.32,1.423913043478261,4.421266400740278,endemic_spiral,-0.008908552802970527,0.03476114228082922
0.32,1.5956521739130436,4.703266272437986,endemic_spiral,-0.009376085538672509,0.03577706214286273
0.32,1.7673913043478262,4.985266144135694,endemic_spiral,-0.009840226080515897,0.036755437206824094
0.32,1.9391304347826088,5.2672660158334015,endemic_spiral,-0.010301379717827627,0.03769926841115709
0.32,2.110869565217391,5.549265887531108,endemic_spiral,-0.010759850680576097,0.03861115638649669
0.32,2.282608695652174,5.831265759228816,endemic_spiral,-0.011215871828565507,0.039493374080735805
0.32,2.4543478260869565,6.113265630926524,endemic_spiral,-0.011669624034564462,0.04034792292631543
0.32,2.626086956521739,6.39526550262423,endemic_spiral,-0.012121250017332233,0.04117657707894776
0.32,2.7978260869565217,6.677265374321939,endemic_spiral,-0.012570863395573211,0.04198091856803408
0.32,2.9695652173913043,6.959265246019648,endemic_spiral,-0.013018555821135862,0.042762365803665825
0.32,3.141304347826087,7.241265117717354,endemic_spiral,-0.01346440190404571,0.04352219674896179
0.32,3.3130434782608695,7.523264989415063,endemic_spiral,-0.013908462813769083,0.04426156799395739
0.32,3.484782608695652,7.80526486111277,endemic_spiral,-0.01435078922800236,0.044981530601308925
0.32,3.6565217391304348,8.087264732810477,endemic_spiral,-0.014791423113195866,0.04568304337093045
0.32,3.8282608695652174,8.369264604508185,endemic_spiral,-0.015230399877386565,0.0463669840751253
0.32,4.0,8.651264476205892,endemic_spiral,-0.015667749058914278,0.047034158875599696
0.34,0.05,2.263788901321361,endemic_spiral,-0.005060178534110263,0.025621677808089688
0.34,0.2217391304347826,2.5457887730190687,endemic_spiral,-0.005630601279175078,0.027062967444045467
0.34,0.3934782608695652,2.8277886447167764,endemic_spiral,-0.006165753496537137,0.02842298885447137
0.34,0.5652173913043479,3.109788516414484,endemic_spiral,-0.006679491452592227,0.029711731814648465
0.34,0.7369565217391305,3.3917883881121917,endemic_spiral,-0.007179052635521214,0.03093737357314861
0.34,0.9086956521739131,3.673788259809899,endemic_spiral,-0.007668578209925457,0.032106691312889186
0.34,1.0804347826086957,3.9557881315076067,endemic_spiral,-0.008150605591164393,0.03322535375775891
0.34,1.2521739130434784,4.237788003205314,endemic_spiral,-0.008626774720604,0.034298144985151977
0.34,1.423913043478261,4.519787874903022,endemic_spiral,-0.009098191720225697,0.03532913799499697
0.34,1.5956521739130436,4.80178774660073,endemic_spiral,-0.009565629059006802,0.036321829637448594
0.34,1.7673913043478262,5.083787618298437,endemic_spiral,-0.0100296422709085,0.037279245908615796
0.34,1.9391304347826088,5.365787489996145,endemic_spiral,-0.010490640490185683,0.03820402469668861
0.34,2.110869565217391,5.647787361693853,endemic_spiral,-0.010948931619876694,0.039098481285679304
0.34,2.282608695652174,5.9297872333915596,endemic_spiral,-0.01140475149792894,0.03996466054493348
0.34,2.4543478260869565,6.211787105089268,endemic_spiral,-0.011858283593662113,0.040804379058145636
0.34,2.626086956521739,6.493786976786975,endemic_spiral,-0.01230967262790252,0.041619259210236535
0.34,2.7978260869565217,6.7757868484846835,endemic_spiral,-0.01275903417242959,0.04241075709430566
0.34,2.9695652173913043,7.05778672018239,endemic_spiral,-0.0132064614462577,0.04318018554734409
0.34,3.141304347826087,7.339786591880097,endemic_spiral,-0.013652030353290597,0.04392873325525114
0.34,3.3130434782608695,7.621786463577806,endemic_spiral,-0.014095803116095137,0.0446574806580988
0.34,3.484782608695652,7.903786335275514,endemic_spiral,-0.014537831548647778,0.045367413507312306
0.34,3.6565217391304348,8.185786206973221,endemic_spiral,-0.014978158423524953,0.04605943408700331
0.34,3.8282608695652174,8.467786078670928,endemic_spiral,-0.015416819759883925,0.046734371040637365
0.34,4.0,8.749785950368636,endemic_spiral,-0.015853845971166847,0.04739298756060642
0.36,0.05,2.362310375484104,endemic_spiral,-0.005249189879992186,0.026542941311695222
0.36,0.2217391304347826,2.644310247181812,endemic_spiral,-0.0058193525820072695,0.027902394546100658
0.36,0.3934782608695652,2.9263101188795195,endemic_spiral,-0.006354641773002687,0.029198731777886372
0.36,0.5652173913043479,3.208309990577227,endemic_spiral,-0.006868586591898334,0.03043587415090424
0.36,0.7369565217391305,3.490309862274935,endemic_spiral,-0.007368326797619322,0.03161847556107422
0.36,0.9086956521739131,3.7723097339726426,endemic_spiral,-0.00785797672619568,0.0327510984116557
0.36,1.0804347826086957,4.05430960567035,endemic_spiral,-0.008340070470107382,0.03383793520893963
0.36,1.2521739130434784,4.336309477368058,endemic_spiral,-0.008816252241159674,0.03488274056613499
0.36,1.423913043478261,4.618309349065765,endemic_spiral,-0.009287634400921563,0.03588884327594378
0.36,1.5956521739130436,4.900309220763473,endemic_spiral,-0.009754995732988565,0.03685918618272855
0.36,1.7673913043478262,5.18230909246118,endemic_spiral,-0.010218897346624031,0.03779637277793961
0.36,1.9391304347826088,5.464308964158889,endemic_spiral,-0.010679753219446236,0.03870271193360956
0.36,2.110869565217391,5.7463088358565955,endemic_spiral,-0.01113787543369827,0.03958025822852573
0.36,2.282608695652174,6.028308707554302,endemic_spiral,-0.011593503147497191,0.0404308467858976
0.36,2.4543478260869565,6.310308579252011,endemic_spiral,-0.012046822804891836,0.041256123149106316
0.36,2.626086956521739,6.592308450949718,endemic_spiral,-0.01249798144657847,0.04205756857112804
0.36,2.7978260869565217,6.874308322647426,endemic_spiral,-0.01294709672831195,0.042836521506938084
0.36,2.9695652173913043,7.156308194345134,endemic_spiral,-0.013394263551239408,0.04359419577520874
0.36,3.141304347826087,7.438308066042841,endemic_spiral,-0.01383955922811703,0.04433169602222744
0.36,3.3130434782608695,7.720307937740549,endemic_spiral,-0.014283047524917759,0.04505003086309178
0.36,3.484782608695652,8.002307809438257,endemic_spiral,-0.014724780885057968,0.045750124087989626
0.36,3.6565217391304348,8.284307681135964,endemic_spiral,-0.01516480327094915,0.046432824422060134
0.36,3.8282608695652174,8.56630755283367,endemic_spiral,-0.015603151491786788,0.04709891372521914
0.36,4.0,8.848307424531379,endemic_spiral,-0.016039856603583993,0.047749114209246664
0.38,0.05,2.4608318496468473,endemic_spiral,-0.005437599370996435,0.02742877188845964
0.38,0.2217391304347826,2.742831721344555,endemic_spiral,-0.006007585718224313,0.02871551900699478
0.38,0.3934782608695652,3.0248315930422627,endemic_spiral,-0.006543088867073032,0.029953907196035245
0.38,0.5652173913043479,3.3068314647399704,endemic_spiral,-0.007057304943768328,0.0311433296448824
0.38,0.7369565217391305,3.588831336437678,endemic_spiral,-0.007557276333283129,0.0322856629037518
0.38,0.9086956521739131,3.8708312081353853,endemic_spiral,-0.008047092603639623,0.03338365457829901
0.38,1.0804347826086957,4.152831079833093,endemic_spiral,-0.008529286585186856,0.03444025245071952
0.38,1.2521739130434784,4.434830951530801,endemic_spiral,-0.009005508432579048,0.035458324011820315
0.38,1.423913043478261,4.716830823228508,endemic_spiral,-0.009476878187608027,0.036440545714348405
0.38,1.5956521739130436,4.998830694926216,endemic_spiral,-0.00994418198108919,0.037389368125319095
0.38,1.7673913043478262,5.280830566623924,endemic_spiral,-0.010407987306393713,0.03830701496730426
0.38,1.9391304347826088,5.562830438321631,endemic_spiral,-0.01086871367456216,0.039195496735450766
0.38,2.110869565217391,5.844830310019338,endemic_spiral,-0.011326677704107791,0.04005662962591313
0.38,2.282608695652174,6.126830181717046,endemic_spiral,-0.011782122385761555,0.04089205572519559
0.38,2.4543478260869565,6.4088300534147535,endemic_spiral,-0.012235237290798201,0.041703262223311756
0.38,2.626086956521739,6.69082992511246,endemic_spiral,-0.012686172177108379,0.04249159908892077
0.38,2.7978260869565217,6.972829796810169,endemic_spiral,-0.013135046909295164,0.04325829481210275
0.38,2.9695652173913043,7.2548296685078775,endemic_spiral,-0.013581958092310758,0.0440044702913614
0.38,3.141304347826087,7.536829540205584,endemic_spiral,-0.014026984967350293,0.044731151091152256
0.38,3.3130434782608695,7.818829411903293,endemic_spiral,-0.014470192203159857,0.045439277908373585
0.38,3.484782608695652,8.100829283601,endemic_spiral,-0.014911633731227607,0.0461297159460126
0.38,3.6565217391304348,8.382829155298706,endemic_spiral,-0.015351354420431744,0.046803262988676674
0.38,3.8282608695652174,8.664829026996415,endemic_spiral,-0.01578939189655769,0.047460656382850415
0.38,4.0,8.946828898694122,endemic_spiral,-0.01622577793468319,0.048102579285309865
0.4,0.05,2.5593533238095914,endemic_spiral,-0.005625471693346739,0.028282832780077285
0.4,0.2217391304347826,2.841353195507299,endemic_spiral,-0.00619534632262685,0.029504525821946407
0.4,0.3934782608695652,3.1233530672050067,endemic_spiral,-0.006731123663484932,0.030689936786922348
0.4,0.5652173913043479,3.4053529389027144,endemic_spiral,-0.007245663731383931,0.03183508352514781
0.4,0.7369565217391305,3.687352810600422,endemic_spiral,-0.007745910822314959,0.03293965166901366
0.4,0.9086956521739131,3.9693526822981298,endemic_spiral,-0.00823593042932988,0.03400489985718973
0.4,1.0804347826086957,4.2513525539958374,endemic_spiral,-0.008718255231076652,0.035032725010400514
0.4,1.2521739130434784,4.533352425693545,endemic_spiral,-0.009194542519422963,0.03602522918332788
0.4,1.423913043478261,4.815352297391252,endemic_spiral,-0.009665920945991006,0.03698451637955723
0.4,1.5956521739130436,5.0973521690889605,endemic_spiral,-0.010133184785275326,0.037912599240532
0.4,1.7673913043478262,5.379352040786667,endemic_spiral,-0.010596908628666961,0.0388113599479354
0.4,1.9391304347826088,5.661351912484376,endemic_spiral,-0.011057518043988142,0.03968253807759639
0.4,2.110869565217391,5.943351784182083,endemic_spiral,-0.011515334495706185,0.040527731791444206
0.4,2.282608695652174,6.2253516558797894,endemic_spiral,-0.011970605218904279,0.04134840535118815
0.4,2.4543478260869565,6.507351527577498,endemic_spiral,-0.01242352312186457,0.042145899279408525
0.4,2.626086956521739,6.789351399275205,endemic_spiral,-0.012874240952194027,0.0429214413228679
0.4,2.7978260869565217,7.071351270972913,endemic_spiral,-0.01332288083740019,0.043676157165475
0.4,2.9695652173913043,7.353351142670621,endemic_spiral,-0.013769541561821176,0.044411080527729206
0.4,3.141304347826087,7.635351014368328,endemic_spiral,-0.014214303765520126,0.045127162389643115
0.4,3.3130434782608695,7.917350886066036,endemic_spiral,-0.01465723384141622,0.04582527938442108
0.4,3.484782608695652,8.199350757763744,endemic_spiral,-0.01509838680007343,0.0465062411327506
0.4,3.6565217391304348,8.481350629461451,endemic_spiral,-0.015537808628735331,0.04717079705114938
0.4,3.8282608695652174,8.76335050115916,endemic_spiral,-0.015975537815139128,0.04781964212520356
0.4,4.0,9.045350372856866,endemic_spiral,-0.016411607033150515,0.048453422204888776
0.42,0.05,2.6578747979723345,endemic_spiral,-0.005812861240445425,0.029108193008702255
0.42,0.2217391304347826,2.939874669670042,endemic_spiral,-0.006382673879336864,0.03027130959000823
0.42,0.3934782608695652,3.22187454136775,endemic_spiral,-0.006918772036061144,0.0314080830783617
0.42,0.5652173913043479,3.5038744130654575,endemic_spiral,-0.007433678972766667,0.03251202607335532
0.42,0.7369565217391305,3.7858742847631652,endemic_spiral,-0.00793423956300144,0.033581097429385864
0.42,0.9086956521739131,4.0678741564608725,endemic_spiral,-0.008424494991549542,0.03461533377560051
0.42,1.0804347826086957,4.34987402815858,endemic_spiral,-0.008906978189099248,0.03561574410128464
0.42,1.2521739130434784,4.631873899856288,endemic_spiral,-0.00938335430977547,0.03658376948699991
0.42,1.423913043478261,4.9138737715539955,endemic_spiral,-0.009854761169675045,0.037521011127988016
0.42,1.5956521739130436,5.195873643251703,endemic_spiral,-0.010322001859006925,0.03842909179131138
0.42,1.7673913043478262,5.477873514949411,endemic_spiral,-0.010785658461015424,0.039309586212752115
0.42,1.9391304347826088,5.759873386647119,endemic_spiral,-0.011246163052013513,0.04016398786908854
0.42,2.110869565217391,6.041873258344825,endemic_spiral,-0.011703842358124458,0.04099369531965568
0.42,2.282608695652174,6.323873130042533,endemic_spiral,-0.012158948118507009,0.041800008976186
0.42,2.4543478260869565,6.605873001740241,endemic_spiral,-0.01261167685505192,0.042584133445097476
0.42,2.626086956521739,6.8878728734379475,endemic_spiral,-0.013062184265021072,0.043347182631937986
0.42,2.7978260869565217,7.169872745135656,endemic_spiral,-0.013510595123533276,0.04409018606826304
0.42,2.9695652173913043,7.451872616833365,endemic_spiral,-0.013957010380961239,0.04481409558047006
0.42,3.141304347826087,7.7338724885310715,endemic_spiral,-0.0144015123396872,0.04551979194353407
0.42,3.3130434782608695,8.01587236022878,endemic_spiral,-0.01484416917950849,0.04620809116939398
0.42,3.484782608695652,8.297872231926487,endemic_spiral,-0.015285036998393562,0.04687975024784683
0.42,3.6565217391304348,8.579872103624194,endemic_spiral,-0.015724162939184362,0.047535472617450995
0.42,3.8282608695652174,8.861871975321902,endemic_spiral,-0.016161586494403545,0.0481759129144033
0.42,4.0,9.143871847019609,endemic_spiral,-0.016597341129402383,0.04880168141578123
0.44,0.05,2.7563962721350777,endemic_spiral,-0.005999814075448334,0.02990745334548684
0.44,0.2217391304347826,3.0383961438327853,endemic_spiral,-0.006569602696622561,0.031017525966179578
0.44,0.3934782608695652,3.320396015530493,endemic_spiral,-0.007106057215637223,0.03210947351498352
0.44,0.5652173913043479,3.6023958872282007,endemic_spiral,-0.0076213655629946905,0.03317496509056602
0.44,0.7369565217391305,3.8843957589259084,endemic_spiral,-0.008122271556350851,0.034210602325822154
0.44,0.9086956521739131,4.166395630623616,endemic_spiral,-0.008612791237997802,0.0352154195313937
0.44,1.0804347826086957,4.448395502321324,endemic_spiral,-0.009095457711566212,0.03618967530612137
0.44,1.2521739130434784,4.7303953740190305,endemic_spiral,-0.00957194405006635,0.03713423962495722
0.44,1.423913043478261,5.012395245716739,endemic_spiral,-0.010043397855148777,0.038050271793383786
0.44,1.5956521739130436,5.294395117414446,endemic_spiral,-0.010510631210818716,0.03893904725111952
0.44,1.7673913043478262,5.5763949891121545,endemic_spiral,-0.010974234315940773,0.03980186381298035
0.44,1.9391304347826088,5.858394860809861,endemic_spiral,-0.011434645868821935,0.040639991297176686
0.44,2.110869565217391,6.140394732507569,endemic_spiral,-0.0118921982845231,0.04145464541233329
0.44,2.282608695652174,6.422394604205277,endemic_spiral,-0.012347147845508867,0.04224697551012805
0.44,2.4543478260869565,6.704394475902984,endemic_spiral,-0.012799695073266485,0.04301806019916755
0.44,2.626086956521739,6.986394347600691,endemic_spiral,-0.013249998867331015,0.043768907325785644
0.44,2.7978260869565217,7.2683942192984,endemic_spiral,-0.013698186553718973,0.044500456411162084
0.44,2.9695652173913043,7.550394090996107,endemic_spiral,-0.01414436148237411,0.045213582406847336
0.44,3.141304347826087,7.832393962693814,endemic_spiral,-0.014588607809304842,0.04590909988068393
0.44,3.3130434782608695,8.114393834391523,endemic_spiral,-0.015030995219772792,0.04658776752299371
0.44,3.484782608695652,8.396393706089231,endemic_spiral,-0.015471581414933397,0.047250292477778635
0.44,3.6565217391304348,8.678393577786938,endemic_spiral,-0.0159104145262148,0.047897334451205066
0.44,3.8282608695652174,8.960393449484645,endemic_spiral,-0.01634753517497689,0.04852950966643803
0.44,4.0,9.242393321182352,endemic_spiral,-0.016782977641088062,0.049147394406867814
0.46,0.05,2.8549177462978212,endemic_spiral,-0.0061863694427773,0.03068283996653154
0.46,0.2217391304347826,3.136917617995529,endemic_spiral,-0.006756162759836894,0.03174463185894091
0.46,0.3934782608695652,3.4189174896932366,endemic_spiral,-0.007293000138812073,0.032795120005334015
0.46,0.5652173913043479,3.7009173613909443,endemic_spiral,-0.007808737365693279,0.033824636351612515
0.46,0.7369565217391305,3.982917233088652,endemic_spiral,-0.008310015496758368,0.03482872103754387
0.46,0.9086956521739131,4.26491710478636,endemic_spiral,-0.00880082418713519,0.03580558763671089
0.46,1.0804347826086957,4.546916976484067,endemic_spiral,-0.009283696154707588,0.03675486084105542
0.46,1.2521739130434784,4.828916848181775,endemic_spiral,-0.009760312440387681,0.03767691712994569
0.46,1.423913043478261,5.110916719879482,endemic_spiral,-0.01023183034560637,0.038572527241225285
0.46,1.5956521739130436,5.39291659157719,endemic_spiral,-0.01069907145950855,0.039442657104751366
0.46,1.7673913043478262,5.674916463274897,endemic_spiral,-0.011162634125435795,0.04028835498897163
0.46,1.9391304347826088,5.956916334972606,endemic_spiral,-0.011622964031442385,0.04111068729492709
0.46,2.110869565217391,6.2389162066703125,endemic_spiral,-0.012080399516417203,0.041910702182830405
0.46,2.282608695652174,6.520916078368019,endemic_spiral,-0.01253520165874179,0.042689409711801456
0.46,2.4543478260869565,6.802915950065728,endemic_spiral,-0.01298757496808493,0.043447771587904166
0.46,2.626086956521739,7.084915821763435,endemic_spiral,-0.01343768174441242,0.044186696789813525
0.46,2.7978260869565217,7.366915693461143,endemic_spiral,-0.013885652228285063,0.04490704065149282
0.46,2.9695652173913043,7.648915565158851,endemic_spiral,-0.01433159193317052,0.04560960583191421
0.46,3.141304347826087,7.930915436856558,endemic_spiral,-0.014775587216749653,0.04629514450369453
0.46,3.3130434782608695,8.212915308554265,endemic_spiral,-0.015217709308362328,0.04696436119420762
0.46,3.484782608695652,8.494915180251974,endemic_spiral,-0.015658017350614735,0.047617915663191776
0.46,3.6565217391304348,8.77691505194968,endemic_spiral,-0.01609656081659365,0.048256426143246246
0.46,3.8282608695652174,9.05891492364739,endemic_spiral,-0.016533381338882845,0.04888047221894763
0.46,4.0,9.340914795345096,endemic_spiral,-0.016968514061539583,0.04949059774079312
0.48,0.05,2.953439220460565,endemic_spiral,-0.00637256101786042,0.03143627562200946
0.48,0.2217391304347826,3.2354390921582725,endemic_spiral,-0.00694238035910859,0.03245391739273247
0.48,0.3934782608695652,3.51743896385598,endemic_spiral,-0.007479619733329827,0.033465934941222186
0.48,0.5652173913043479,3.799438835553688,endemic_spiral,-0.007995807263647854,0.03446171235345146
0.48,0.7369565217391305,4.081438707251396,endemic_spiral,-0.008497479740345194,0.03543596592337976
0.48,0.9086956521739131,4.363438578949103,endemic_spiral,-0.008988598897601365,0.036386239107181535
0.48,1.0804347826086957,4.645438450646811,endemic_spiral,-0.009471696235083212,0.037311621674295296
0.48,1.2521739130434784,4.927438322344518,endemic_spiral,-0.009948460397055964,0.03821206371902214
0.48,1.423913043478261,5.209438194042226,endemic_spiral,-0.010420058513142575,0.03908799436493554
0.48,1.5956521739130436,5.491438065739933,endemic_spiral,-0.01088732151326453,0.03994010354549171
0.48,1.7673913043478262,5.773437937437642,endemic_spiral,-0.011350856196399778,0.04076921460591126
0.48,1.9391304347826088,6.0554378091353485,endemic_spiral,-0.011811115524893103,0.04157620888355848
0.48,2.110869565217391,6.337437680833056,endemic_spiral,-0.01226844367313839,0.0423619809627183
0.48,2.282608695652174,6.619437552530764,endemic_spiral,-0.012723106889077164,0.043127412350008845
0.48,2.4543478260869565,6.9014374242284715,endemic_spiral,-0.013175313855729991,0.043873356327737416
0.48,2.626086956521739,7.183437295926178,endemic_spiral,-0.01362523029557392,0.044600629695244476
0.48,2.7978260869565217,7.465437167623887,endemic_spiral,-0.01407298935265542,0.045310008908800437
0.48,2.9695652173913043,7.7474370393215946,endemic_spiral,-0.01451869912799771,0.04600222871659614
0.48,3.141304347826087,8.029436911019301,endemic_spiral,-0.014962447865783731,0.04667798243778792
0.48,3.3130434782608695,8.31143678271701,endemic_spiral,-0.01540430875901913,0.047337923356175676
0.48,3.484782608695652,8.593436654414717,endemic_spiral,-0.015844342264511528,0.04798266634403363
0.48,3.6565217391304348,8.875436526112424,endemic_spiral,-0.016282599319700677,0.04861279014237474
0.48,3.8282608695652174,9.157436397810132,endemic_spiral,-0.016719122536442636,0.04922883942833514
0.48,4.0,9.43943626950784,endemic_spiral,-0.01715394815392854,0.049831327100236356
0.5,0.05,3.051960694623308,endemic_spiral,-0.006558417833238616,0.0321694342971316
0.5,0.2217391304347826,3.3339605663210157,endemic_spiral,-0.007128278645870194,0.03314653153583254
0.5,0.3934782608695652,3.6159604380187234,endemic_spiral,-0.007665933106020315,0.034122744484307146
0.5,0.5652173913043479,3.897960309716431,endemic_spiral,-0.008182587280884515,0.035086809755335305
0.5,0.7369565217391305,4.179960181414138,endemic_spiral,-0.008684672326412287,0.036032811440612864
0.5,0.9086956521739131,4.461960053111846,endemic_spiral,-0.009176120373161583,0.03695774824558264
0.5,1.0804347826086957,4.743959924809554,endemic_spiral,-0.009659460749632795,0.037860259302310725
0.5,1.2521739130434784,5.025959796507261,endemic_spiral,-0.010136389199407528,0.03873992660754723
0.5,1.423913043478261,5.307959668204969,endemic_spiral,-0.010608082332588947,0.03959687890691897
0.5,1.5956521739130436,5.589959539902677,endemic_spiral,-0.011075380559688654,0.0404315600754147
0.5,1.7673913043478262,5.871959411600384,endemic_spiral,-0.011538899277878989,0.0412445906473023
0.5,1.9391304347826088,6.153959283298092,endemic_spiral,-0.011999098526408822,0.04203668354396189
0.5,2.110869565217391,6.4359591549958,endemic_spiral,-0.012456328792168715,0.04280859254551063
0.5,2.282608695652174,6.7179590266935065,endemic_spiral,-0.012910861405179688,0.043561080504874665
0.5,2.4543478260869565,6.999958898391215,endemic_spiral,-0.013362909385665846,0.0442949000452647
0.5,2.626086956521739,7.281958770088922,endemic_spiral,-0.013812642068409906,0.04501078203428241
0.5,2.7978260869565217,7.5639586417866305,endemic_spiral,-0.014260195588472076,0.04570942905635021
0.5,2.9695652173913043,7.845958513484337,endemic_spiral,-0.014705680514123862,0.04639151197629664
0.5,3.141304347826087,8.127958385182044,endemic_spiral,-0.015149187438065561,0.04705766865041368
0.5,3.3130434782608695,8.409958256879753,endemic_spiral,-0.015590791089401283,0.04770850380842974
0.5,3.484782608695652,8.691958128577461,endemic_spiral,-0.01603055379838641,0.04834458979870383
0.5,3.6565217391304348,8.973958000275168,endemic_spiral,-0.016468527682245104,0.04896646777927105
0.5,3.8282608695652174,9.255957871972875,endemic_spiral,-0.01690475656754191,0.04957464917361934
0.5,4.0,9.537957743670583,endemic_spiral,-0.017339277605978295,0.05016961729641336
0.52,0.05,3.1504821687860516,endemic_spiral,-0.006743965058996309,0.032883783978765437
0.52,0.2217391304347826,3.4324820404837593,endemic_spiral,-0.007313878106672859,0.03382350280885941
0.52,0.3934782608695652,3.714481912181467,endemic_spiral,-0.007851955787537085,0.03476629961671781
0.52,0.5652173913043479,3.9964817838791746,endemic_spiral,-0.008369088569159772,0.035700495707663
0.52,0.7369565217391305,4.278481655576883,endemic_spiral,-0.008871600892127175,0.03661969801115829
0.52,0.9086956521739131,4.5604815272745896,endemic_spiral,-0.009363393666086368,0.03752046508545325
0.52,1.0804347826086957,4.842481398972297,endemic_spiral,-0.009846992744526443,0.03840105743239067
0.52,1.2521739130434784,5.124481270670005,endemic_spiral,-0.010324100270773538,0.03926073957033784
0.52,1.423913043478261,5.406481142367713,endemic_spiral,-0.010795902177086661,0.04009937629128915
0.52,1.5956521739130436,5.68848101406542,endemic_spiral,-0.011263248241757982,0.04091719210298524
0.52,1.7673913043478262,5.970480885763128,endemic_spiral,-0.011726762201578304,0.041714624625854894
0.52,1.9391304347826088,6.252480757460836,endemic_spiral,-0.012186911601191244,0.04249223353525702
0.52,2.110869565217391,6.534480629158542,endemic_spiral,-0.012644053063431112,0.04325064344189606
0.52,2.282608695652174,6.81648050085625,endemic_spiral,-0.013098463209557803,0.0439905076611434
0.52,2.4543478260869565,7.098480372553958,endemic_spiral,-0.01355035949011691,0.04471248539655812
0.52,2.626086956521739,7.380480244251665,endemic_spiral,-0.013999914774431297,0.04541722732132713
0.52,2.7978260869565217,7.662480115949373,endemic_spiral,-0.014447268560603754,0.04610536681435845
0.52,2.9695652173913043,7.944479987647082,endemic_spiral,-0.014892533852455106,0.04677751470972374
0.52,3.141304347826087,8.226479859344789,endemic_spiral,-0.015335803434568158,0.04743425647067326
0.52,3.3130434782608695,8.508479731042497,endemic_spiral,-0.015777154147624685,0.048076150960109455
0.52,3.484782608695652,8.790479602740204,endemic_spiral,-0.016216649771035204,0.048703730105591245
0.52,3.6565217391304348,9.07247947443791,endemic_spiral,-0.016654343784892917,0.04931749934391523
0.52,3.8282608695652174,9.35447934613562,endemic_spiral,-0.01709028121788772,0.04991793839523051
0.52,4.0,9.636479217833326,endemic_spiral,-0.017524500371027818,0.050505502313655
0.54,0.05,3.2490036429487947,endemic_spiral,-0.006929224616742688,0.033580620435813315
0.54,0.2217391304347826,3.5310035146465024,endemic_spiral,-0.007499196913882301,0.03448575635666878
0.54,0.3934782608695652,3.81300338634421,endemic_spiral,-0.008037701893721695,0.035397285414298464
0.54,0.5652173913043479,4.095003258041918,endemic_spiral,-0.008555321547945567,0.03630329329817916
0.54,0.7369565217391305,4.3770031297396255,endemic_spiral,-0.00905827281563875,0.0371970353723264
0.54,0.9086956521739131,4.659003001437333,endemic_spiral,-0.009550423633902547,0.03807471756786322
0.54,1.0804347826086957,4.941002873135041,endemic_spiral,-0.010034295184145312,0.03893428337876703
0.54,1.2521739130434784,5.223002744832748,endemic_spiral,-0.01051159529415751,0.03977472397941335
0.54,1.423913043478261,5.505002616530456,endemic_spiral,-0.010983518685481978,0.04059567233124014
0.54,1.5956521739130436,5.787002488228163,endemic_spiral,-0.011450924235937899,0.04139715743993521
